model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Porsche V44,Porsche,SUV,C,42649,462,7,672,5,10.93,Petrol,Petrol,0,1,1639.5,2101.5
Volkswagen O9x,Volkswagen,Sedan,E,75584,842,5,504,5,8.63,Diesel,Diesel,0,0,1294.5000000000002,2136.5
Lancia SS-99,Lancia,Hatchback,E,73066,628,5,373,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1378.0
Mitsubishi SS-99,Mitsubishi,Hatchback,B,31783,554,5,484,5,7.65,Petrol,Petrol,0,0,1147.5,1701.5
Audi NN-2,Audi,MPV,D,52061,692,8,825,5,8.59,Diesel,Diesel,0,0,1288.5,1980.5
Volkswagen R4x,Volkswagen,Wagon,B,38269,485,5,862,5,8.78,Hybrid,Petrol+Electric,1,1,1317.0,1802.0
Audi 666,Audi,MPV,D,56829,620,7,964,4,11.54,Petrol,Petrol,0,0,1730.9999999999998,2351.0
Rolls-Royce G1,Rolls-Royce,SUV,D,57468,488,7,789,4,6.99,Hybrid,Diesel+Electric,1,1,1048.5,1536.5
Volkswagen SS8,Volkswagen,SUV,C,41942,488,5,774,4,9.1,Diesel,Diesel,0,1,1365.0,1853.0
Renault D11,Renault,SUV,B,29936,405,7,687,4,9.75,Petrol,Petrol,0,1,1462.5,1867.5
Volkswagen MM3,Volkswagen,Crossover,C,43677,498,5,530,3,9.1,Petrol,Petrol,0,1,1365.0,1863.0
Mercedes-Benz P-Class,Mercedes-Benz,SUV,D,58687,868,7,615,4,6.19,Diesel,Diesel,0,1,928.5000000000001,1796.5
Nissan O4 Pro,Nissan,Wagon,D,49475,409,5,785,5,9.91,Petrol,Petrol,0,1,1486.5,1895.5
Peugeot HH-1,Peugeot,Coupe,A,24293,566,2,299,5,10.15,Petrol,Petrol,0,0,1522.5,2088.5
Toyota D33,Toyota,Convertible,C,51975,547,4,201,3,7.57,Hybrid,Petrol+Electric,1,0,1135.5,1682.5
Toyota Z1x,Toyota,Sedan,C,36639,384,5,559,5,12.72,Petrol,Petrol,0,0,1908.0,2292.0
Vauxhall M1x,Vauxhall,SUV,C,40501,689,6,699,3,9.26,Diesel,Diesel,0,1,1389.0,2078.0
Volkswagen 222,Volkswagen,Sedan,B,35317,505,5,444,3,9.37,Petrol,Petrol,0,0,1405.4999999999998,1910.4999999999998
Vauxhall UU-33,Vauxhall,Hatchback,C,47215,514,5,352,3,8.35,Hybrid,Diesel+Electric,1,0,1252.5,1766.5
Nissan E6,Nissan,Wagon,E,70350,693,5,791,3,5.36,Hybrid,Petrol+Electric,1,1,804.0,1497.0
Audi C44,Audi,Crossover,C,45704,540,5,696,5,13.96,Petrol,Petrol,0,1,2094.0,2634.0
Kia 777,Kia,Wagon,D,56399,594,5,888,4,9.22,Petrol,Petrol,0,1,1383.0,1977.0
Vauxhall F88,Vauxhall,Hatchback,C,44214,558,5,454,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1308.0
Peugeot Z99,Peugeot,Pickup,C,42732,548,5,0,4,6.15,Hybrid,Petrol+Electric,1,0,922.5,1470.5
Rolls-Royce Q-Class,Rolls-Royce,Pickup,C,47070,460,3,0,3,8.56,Diesel,Diesel,0,0,1284.0,1744.0
Alfa Romeo PP1,Alfa Romeo,SUV,B,38581,635,7,723,3,7.64,Hybrid,Petrol+Electric,1,1,1146.0,1781.0
Lexus D-Class,Lexus,Convertible,B,28193,519,3,181,3,9.84,Petrol,Petrol,0,0,1476.0,1995.0
Cupra V1,Cupra,Sedan,F,113712,762,5,499,4,8.61,Hybrid,Petrol+Electric,1,0,1291.5,2053.5
Skoda R33,Skoda,Wagon,E,71597,581,5,725,5,10.14,Petrol,Petrol,0,1,1521.0,2102.0
Ford N7,Ford,Convertible,D,66429,749,3,194,3,5.09,Hybrid,Diesel+Electric,1,0,763.5,1512.5
Opel SS-55,Opel,Coupe,B,34516,588,2,281,3,7.31,Diesel,Diesel,0,0,1096.5,1684.5
Ford K4 Pro,Ford,Coupe,A,26754,667,2,212,4,14.12,Petrol,Petrol,0,0,2118.0,2785.0
Lexus F5x,Lexus,SUV,B,30306,394,6,798,5,8.77,Petrol,Petrol,0,1,1315.5,1709.5
Renault 777,Renault,Coupe,E,77323,513,2,224,3,14.02,Petrol,Petrol,0,0,2103.0,2616.0
Fiat Z44,Fiat,Wagon,D,54075,789,5,719,3,10.15,Petrol,Petrol,0,1,1522.5,2311.5
Opel U1x,Opel,Hatchback,C,37803,620,5,463,4,11.87,Petrol,Petrol,0,0,1780.4999999999998,2400.5
BMW NN-3,BMW,Hatchback,F,114866,936,5,324,3,9.13,Diesel,Diesel,0,0,1369.5000000000002,2305.5
Volkswagen U2 Pro,Volkswagen,Wagon,B,35218,653,5,648,3,7.58,Diesel,Diesel,0,1,1137.0,1790.0
Skoda QQ-66,Skoda,Crossover,C,38878,560,5,690,5,8.17,Diesel,Diesel,0,1,1225.5,1785.5
Volkswagen N3x,Volkswagen,SUV,B,30352,725,5,640,4,12.56,Petrol,Petrol,0,1,1884.0,2609.0
Audi M7,Audi,MPV,C,55819,389,7,939,4,6.26,Hybrid,Diesel+Electric,1,0,939.0,1328.0
Suzuki II-2,Suzuki,Crossover,E,83462,739,6,460,3,8.17,Hybrid,Diesel+Electric,1,0,1225.5,1964.5
Mitsubishi 666,Mitsubishi,SUV,E,84445,328,7,655,5,7.09,Hybrid,Petrol+Electric,1,1,1063.5,1391.5
Hyundai AA4,Hyundai,SUV,B,33739,727,7,688,4,12.83,Petrol,Petrol,0,1,1924.5,2651.5
Opel F-Class,Opel,Crossover,B,35359,418,5,718,5,5.14,Hybrid,Diesel+Electric,1,1,771.0,1189.0
Jaguar 444,Jaguar,Wagon,C,40626,551,5,705,4,6.65,Diesel,Diesel,0,1,997.5,1548.5
Lexus K4,Lexus,Crossover,A,24524,426,5,526,3,8.32,Diesel,Diesel,0,1,1248.0,1674.0
Mercedes-Benz G1 Pro,Mercedes-Benz,SUV,C,44069,594,5,531,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1344.0
Audi II-2,Audi,Wagon,C,54564,567,5,617,4,8.36,Petrol,Petrol,0,1,1254.0,1821.0
Honda T8,Honda,Wagon,C,47776,790,5,572,4,8.32,Diesel,Diesel,0,1,1248.0,2038.0
Audi B6,Audi,Coupe,C,46860,478,2,360,3,5.0,Hybrid,Petrol+Electric,1,0,750.0,1228.0
Volvo 111,Volvo,Hatchback,B,27690,400,5,346,3,7.98,Diesel,Diesel,0,0,1197.0,1597.0
DS Automobiles KK7,DS Automobiles,Wagon,E,78129,559,5,667,5,9.37,Petrol,Petrol,0,1,1405.4999999999998,1964.4999999999998
Volkswagen G6 Pro,Volkswagen,SUV,C,36799,727,7,492,4,8.81,Petrol,Petrol,0,0,1321.5,2048.5
Volkswagen Z6x,Volkswagen,Hatchback,C,46178,694,5,519,3,7.57,Hybrid,Petrol+Electric,1,0,1135.5,1829.5
DS Automobiles X22,DS Automobiles,Crossover,C,40014,664,7,565,5,9.81,Hybrid,Petrol+Electric,1,1,1471.5,2135.5
Toyota OO9,Toyota,Wagon,D,56452,486,5,875,4,11.0,Petrol,Petrol,0,1,1650.0,2136.0
Mercedes-Benz 333,Mercedes-Benz,SUV,B,39384,441,7,640,5,9.1,Diesel,Diesel,0,1,1365.0,1806.0
Land Rover T7,Land Rover,Coupe,A,33882,721,4,297,3,13.63,Petrol,Petrol,0,0,2044.5000000000002,2765.5
Jaguar TT-11,Jaguar,Sedan,D,52811,442,5,576,4,8.19,Diesel,Diesel,0,0,1228.5,1670.5
Toyota F-Class,Toyota,Sedan,D,50669,541,5,569,3,12.02,Petrol,Petrol,0,0,1803.0,2344.0
Nissan CC-22,Nissan,SUV,B,40532,523,7,785,4,10.59,Diesel,Diesel,0,1,1588.5,2111.5
Citroën GG-3,Citroën,SUV,C,38175,516,7,746,4,12.07,Petrol,Petrol,0,1,1810.5,2326.5
Volkswagen R99,Volkswagen,Wagon,F,104451,423,5,860,5,9.42,Hybrid,Petrol+Electric,1,1,1413.0,1836.0
Lexus L8 Pro,Lexus,Coupe,B,36742,686,2,264,3,7.99,Diesel,Diesel,0,0,1198.5,1884.5
Opel L55,Opel,Wagon,B,36438,793,5,508,4,9.54,Diesel,Diesel,0,1,1430.9999999999998,2224.0
Mazda UU7,Mazda,Hatchback,C,39245,642,5,401,4,13.65,Petrol,Petrol,0,0,2047.5,2689.5
Vauxhall X7,Vauxhall,SUV,C,41060,454,7,512,4,11.23,Diesel,Diesel,0,1,1684.5,2138.5
Volkswagen GG-2,Volkswagen,Hatchback,D,59096,678,5,499,4,10.28,Diesel,Diesel,0,0,1542.0,2220.0
Lexus T88,Lexus,Crossover,D,56405,532,7,671,4,8.96,Petrol,Petrol,0,1,1344.0000000000002,1876.0000000000002
Peugeot 333,Peugeot,Sedan,C,37180,554,5,502,4,7.5,Diesel,Diesel,0,0,1125.0,1679.0
Mini S-Class,Mini,SUV,C,51106,770,5,673,5,5.0,Hybrid,Petrol+Electric,1,1,750.0,1520.0
Peugeot DD-88,Peugeot,Coupe,C,52075,504,2,254,4,6.39,Hybrid,Petrol+Electric,1,0,958.5,1462.5
Nissan FF5,Nissan,Crossover,D,65843,669,7,686,3,5.36,Hybrid,Petrol+Electric,1,1,804.0,1473.0
Toyota C55,Toyota,Sedan,A,28655,306,5,410,5,8.18,Hybrid,Diesel+Electric,1,0,1227.0,1533.0
Seat MM2,Seat,SUV,C,52732,597,6,731,4,7.37,Hybrid,Petrol+Electric,1,1,1105.5,1702.5
Subaru 888,Subaru,Crossover,D,56135,679,5,565,3,5.0,Hybrid,Diesel+Electric,1,1,750.0,1429.0
Suzuki Q-Class,Suzuki,Crossover,C,36459,493,5,571,3,9.32,Petrol,Petrol,0,1,1398.0,1891.0
Toyota VV-33,Toyota,Hatchback,A,33721,677,5,399,4,9.51,Diesel,Diesel,0,0,1426.5,2103.5
Hyundai 888,Hyundai,Convertible,C,35957,402,3,315,3,6.84,Hybrid,Petrol+Electric,1,0,1026.0,1428.0
Cupra M5,Cupra,SUV,D,56607,519,5,633,4,5.36,Hybrid,Petrol+Electric,1,1,804.0,1323.0
Fiat O3x,Fiat,SUV,B,33752,560,5,458,4,10.22,Diesel,Diesel,0,0,1533.0,2093.0
Volvo MM-99,Volvo,Sedan,D,59157,511,5,561,4,5.65,Hybrid,Petrol+Electric,1,0,847.5,1358.5
Volkswagen MM2,Volkswagen,SUV,D,56122,694,7,795,5,9.57,Diesel,Diesel,0,1,1435.5,2129.5
Ford R8x,Ford,SUV,D,53696,682,5,812,3,8.78,Hybrid,Petrol+Electric,1,1,1317.0,1999.0
Volvo W-Class,Volvo,Sedan,B,33576,679,5,445,3,6.08,Diesel,Diesel,0,0,912.0,1591.0
Fiat Z4,Fiat,Crossover,D,61951,293,7,552,5,14.88,Petrol,Petrol,0,1,2232.0,2525.0
BMW A3 Pro,BMW,SUV,B,34764,530,6,549,4,10.63,Diesel,Diesel,0,1,1594.5000000000002,2124.5
Jaguar 777,Jaguar,Convertible,E,72585,679,2,294,5,10.89,Petrol,Petrol,0,0,1633.5,2312.5
Seat T77,Seat,MPV,D,49630,502,5,823,5,12.6,Petrol,Petrol,0,0,1890.0,2392.0
Honda 777,Honda,Sedan,A,36708,515,5,531,5,6.02,Hybrid,Petrol+Electric,1,0,902.9999999999999,1418.0
Audi WW-22,Audi,Hatchback,D,61984,700,5,517,4,7.65,Petrol,Petrol,0,0,1147.5,1847.5
Dacia PP8,Dacia,Wagon,C,38284,610,5,840,3,8.1,Hybrid,Diesel+Electric,1,1,1215.0,1825.0
Audi P2 Pro,Audi,Pickup,C,36165,564,5,0,5,10.2,Petrol,Petrol,0,0,1530.0,2094.0
Renault 222,Renault,Convertible,C,44419,362,3,199,5,10.22,Petrol,Petrol,0,0,1533.0,1895.0
Mini O4x,Mini,Hatchback,C,39230,409,5,394,4,10.56,Petrol,Petrol,0,0,1584.0,1993.0
Bentley L2x,Bentley,Sedan,D,54712,600,5,602,5,11.82,Petrol,Petrol,0,0,1773.0,2373.0
Renault LL8,Renault,Hatchback,E,77721,365,5,402,4,8.35,Hybrid,Petrol+Electric,1,0,1252.5,1617.5
Ferrari XX-8,Ferrari,Coupe,B,31661,769,3,264,4,9.04,Diesel,Diesel,0,0,1355.9999999999998,2125.0
Hyundai 888,Hyundai,Crossover,D,52833,581,6,522,5,12.2,Petrol,Petrol,0,1,1830.0,2411.0
Mini S3,Mini,SUV,D,59778,473,5,707,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1223.0
Seat EE-44,Seat,Crossover,D,58163,515,7,658,4,5.45,Hybrid,Petrol+Electric,1,1,817.5,1332.5
Volvo TT1,Volvo,Sedan,C,36069,666,5,488,3,10.61,Petrol,Petrol,0,0,1591.5,2257.5
Hyundai B6x,Hyundai,Crossover,C,39113,368,5,515,4,12.52,Petrol,Petrol,0,1,1878.0,2246.0
Hyundai Q4x,Hyundai,Hatchback,D,53130,303,5,308,4,5.66,Hybrid,Petrol+Electric,1,0,849.0,1152.0
Kia G1,Kia,Crossover,C,43907,429,5,559,4,6.17,Hybrid,Petrol+Electric,1,1,925.5,1354.5
Toyota I5x,Toyota,Wagon,B,35690,633,5,642,4,7.75,Diesel,Diesel,0,1,1162.5,1795.5
Mercedes-Benz C33,Mercedes-Benz,Crossover,C,39071,721,6,595,4,12.98,Petrol,Petrol,0,1,1947.0,2668.0
Land Rover 777,Land Rover,SUV,B,37103,716,5,451,5,10.05,Diesel,Diesel,0,0,1507.5,2223.5
Mini 888,Mini,Coupe,A,31753,541,2,348,3,9.03,Diesel,Diesel,0,0,1354.5,1895.5
Ford R4x,Ford,Wagon,A,30234,563,5,602,3,13.5,Petrol,Petrol,0,1,2025.0,2588.0
BMW F-Class,BMW,Hatchback,D,63065,647,5,443,4,11.05,Petrol,Petrol,0,0,1657.5,2304.5
Renault 666,Renault,Sedan,F,124262,723,5,499,5,9.52,Petrol,Petrol,0,0,1428.0,2151.0
Hyundai F-Class,Hyundai,Crossover,C,40488,302,6,603,4,10.73,Petrol,Petrol,0,1,1609.5,1911.5
Volkswagen OO8,Volkswagen,Sedan,B,33041,469,5,596,4,8.37,Hybrid,Petrol+Electric,1,0,1255.4999999999998,1724.4999999999998
Cupra SS-33,Cupra,Hatchback,D,50674,646,5,317,4,12.18,Petrol,Petrol,0,0,1827.0,2473.0
Seat M7x,Seat,Hatchback,B,35392,757,5,374,5,9.91,Petrol,Petrol,0,0,1486.5,2243.5
Suzuki S4,Suzuki,Hatchback,F,123310,783,5,315,5,8.79,Diesel,Diesel,0,0,1318.4999999999998,2101.5
Jaguar 333,Jaguar,SUV,C,35663,643,7,741,4,8.62,Petrol,Petrol,0,1,1292.9999999999998,1935.9999999999998
Seat WW6,Seat,Crossover,B,29774,631,5,542,4,8.17,Petrol,Petrol,0,1,1225.5,1856.5
Opel E8,Opel,Hatchback,C,37272,472,5,399,4,10.97,Petrol,Petrol,0,0,1645.5,2117.5
Nissan Q66,Nissan,Wagon,C,45629,388,5,509,5,7.28,Hybrid,Petrol+Electric,1,1,1092.0,1480.0
Toyota 777,Toyota,Sedan,D,61238,711,5,525,3,10.81,Hybrid,Petrol+Electric,1,0,1621.5,2332.5
Fiat R-Class,Fiat,Sedan,B,30882,750,5,434,4,10.03,Petrol,Petrol,0,0,1504.5,2254.5
Lexus EE-88,Lexus,Sedan,E,95828,613,5,394,5,5.74,Hybrid,Petrol+Electric,1,0,861.0,1474.0
Porsche 444,Porsche,Wagon,D,62151,718,5,881,5,11.24,Petrol,Petrol,0,1,1686.0,2404.0
Ferrari OO-9,Ferrari,MPV,E,76764,623,7,759,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1373.0
Renault U77,Renault,SUV,E,76317,479,5,530,4,9.09,Diesel,Diesel,0,1,1363.5,1842.5
Seat MM-4,Seat,Hatchback,B,36943,535,5,377,4,9.25,Hybrid,Petrol+Electric,1,0,1387.5,1922.5
Seat WW-1,Seat,Sedan,C,42551,507,5,572,4,6.08,Diesel,Diesel,0,0,912.0,1419.0
Mercedes-Benz MM1,Mercedes-Benz,Hatchback,D,58946,635,5,404,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1385.0
Audi K-Class,Audi,Coupe,C,35259,590,4,319,4,7.99,Diesel,Diesel,0,0,1198.5,1788.5
Honda 888,Honda,Hatchback,A,22950,422,5,365,4,11.64,Petrol,Petrol,0,0,1746.0,2168.0
Skoda OO-77,Skoda,Pickup,C,45416,392,4,0,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1142.0
Dacia MM9,Dacia,Crossover,B,29555,495,5,462,5,8.99,Diesel,Diesel,0,0,1348.5,1843.5
Peugeot R6x,Peugeot,SUV,E,79723,792,7,453,4,8.9,Hybrid,Petrol+Electric,1,0,1335.0,2127.0
BMW 888,BMW,Coupe,C,50241,482,2,236,4,6.51,Diesel,Diesel,0,0,976.5,1458.5
Hyundai M3x,Hyundai,Hatchback,D,57271,739,5,504,4,8.63,Diesel,Diesel,0,0,1294.5000000000002,2033.5000000000002
Jaguar U3 Pro,Jaguar,Wagon,F,110952,716,5,512,4,6.15,Hybrid,Petrol+Electric,1,1,922.5,1638.5
Citroën O7 Pro,Citroën,Hatchback,C,48846,498,5,303,4,10.19,Hybrid,Petrol+Electric,1,0,1528.5,2026.5
Renault W-Class,Renault,Coupe,D,55579,442,3,205,4,7.71,Hybrid,Petrol+Electric,1,0,1156.5,1598.5
Renault X-Class,Renault,SUV,A,23394,568,6,722,4,9.46,Petrol,Petrol,0,1,1419.0000000000002,1987.0000000000002
Saab 222,Saab,Hatchback,B,29089,521,5,496,5,8.79,Petrol,Petrol,0,0,1318.4999999999998,1839.4999999999998
Ferrari U7,Ferrari,Coupe,B,39058,495,4,281,4,12.73,Petrol,Petrol,0,0,1909.5,2404.5
Peugeot 999,Peugeot,Hatchback,C,52345,637,5,516,4,7.97,Hybrid,Diesel+Electric,1,0,1195.5,1832.5
Volkswagen 888,Volkswagen,Hatchback,C,44672,752,5,378,4,6.86,Hybrid,Petrol+Electric,1,0,1029.0,1781.0
Maserati T1 Pro,Maserati,Coupe,C,40916,664,3,368,4,12.82,Petrol,Petrol,0,0,1923.0,2587.0
Dacia O-Class,Dacia,SUV,B,39228,582,7,634,4,8.42,Hybrid,Petrol+Electric,1,1,1263.0,1845.0
Mazda PP-9,Mazda,Convertible,A,28178,200,4,230,5,7.69,Hybrid,Petrol+Electric,1,0,1153.5,1353.5
Volvo D4x,Volvo,Crossover,D,64307,605,5,720,5,7.21,Diesel,Diesel,0,1,1081.5,1686.5
Mercedes-Benz DD-66,Mercedes-Benz,Crossover,A,24157,381,6,445,5,11.01,Petrol,Petrol,0,0,1651.5,2032.5
Peugeot OO-77,Peugeot,Sedan,D,62405,587,5,407,4,13.49,Petrol,Petrol,0,0,2023.5,2610.5
Opel M4,Opel,Hatchback,E,71759,543,5,468,5,8.2,Petrol,Petrol,0,0,1230.0,1773.0
Kia K5 Pro,Kia,Pickup,D,64986,563,2,0,4,6.35,Hybrid,Petrol+Electric,1,0,952.5,1515.5
Mini K-Class,Mini,Hatchback,C,44298,664,5,503,4,10.05,Petrol,Petrol,0,0,1507.5,2171.5
Land Rover AA-7,Land Rover,SUV,D,58064,550,5,555,3,11.17,Petrol,Petrol,0,1,1675.5,2225.5
Cupra A1,Cupra,Sedan,D,65732,629,5,527,5,11.53,Diesel,Diesel,0,0,1729.5,2358.5
Cupra M99,Cupra,Sedan,E,67115,668,5,426,5,7.99,Diesel,Diesel,0,0,1198.5,1866.5
Dacia LL3,Dacia,Crossover,F,110791,514,7,476,4,13.26,Petrol,Petrol,0,0,1989.0,2503.0
BMW H9x,BMW,Coupe,C,41538,490,4,283,5,6.88,Hybrid,Petrol+Electric,1,0,1032.0,1522.0
Audi G7x,Audi,Wagon,C,42850,383,5,880,5,12.27,Petrol,Petrol,0,1,1840.5,2223.5
Opel T7,Opel,Convertible,D,62598,670,2,191,4,7.47,Hybrid,Petrol+Electric,1,0,1120.5,1790.5
Toyota V77,Toyota,Sedan,A,28763,535,5,596,4,7.49,Hybrid,Petrol+Electric,1,0,1123.5,1658.5
BMW N66,BMW,SUV,C,39941,773,7,459,5,8.8,Petrol,Petrol,0,0,1320.0,2093.0
Vauxhall F7 Pro,Vauxhall,Hatchback,D,59486,432,5,520,5,6.42,Diesel,Diesel,0,0,963.0,1395.0
Nissan DD-3,Nissan,Wagon,D,57630,665,5,702,5,6.95,Hybrid,Petrol+Electric,1,1,1042.5,1707.5
Toyota D7 Pro,Toyota,Sedan,C,43269,335,5,574,4,10.94,Petrol,Petrol,0,0,1641.0,1976.0
Audi S-Class,Audi,Crossover,C,45904,413,7,634,3,5.72,Hybrid,Diesel+Electric,1,1,858.0,1271.0
Peugeot GG2,Peugeot,Hatchback,B,37275,294,5,486,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1044.0
Audi 777,Audi,Coupe,C,34789,514,4,310,4,11.36,Petrol,Petrol,0,0,1704.0,2218.0
Vauxhall V3,Vauxhall,Coupe,E,77247,619,3,228,4,9.58,Petrol,Petrol,0,0,1437.0,2056.0
Toyota U9,Toyota,Convertible,E,67787,543,4,183,4,9.22,Petrol,Petrol,0,0,1383.0,1926.0
Hyundai 777,Hyundai,Hatchback,C,41355,327,5,483,3,6.24,Diesel,Diesel,0,0,936.0,1263.0
Opel Z3,Opel,Pickup,B,34203,547,5,0,4,7.63,Diesel,Diesel,0,0,1144.5,1691.5
Skoda VV-66,Skoda,Sedan,D,59521,659,5,400,4,7.08,Diesel,Diesel,0,0,1062.0,1721.0
Seat H44,Seat,Sedan,D,56870,458,5,554,5,7.19,Hybrid,Diesel+Electric,1,0,1078.5,1536.5
Hyundai G-Class,Hyundai,Sedan,C,42236,581,5,424,4,6.08,Diesel,Diesel,0,0,912.0,1493.0
Kia ZZ-7,Kia,Sedan,C,46264,747,5,539,4,8.0,Diesel,Diesel,0,0,1200.0,1947.0
Renault W-Class,Renault,Crossover,B,35361,437,6,533,3,8.01,Hybrid,Petrol+Electric,1,1,1201.5,1638.5
Porsche C-Class,Porsche,Sedan,D,57536,493,5,592,4,8.58,Diesel,Diesel,0,0,1287.0,1780.0
Mercedes-Benz V2,Mercedes-Benz,SUV,C,34153,513,5,720,4,8.18,Petrol,Petrol,0,1,1227.0,1740.0
Land Rover 222,Land Rover,Crossover,C,48992,810,5,582,3,8.17,Diesel,Diesel,0,1,1225.5,2035.5
Mercedes-Benz 555,Mercedes-Benz,Coupe,E,85304,695,2,204,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1445.0
Citroën F-Class,Citroën,Wagon,D,52780,426,5,624,4,10.43,Diesel,Diesel,0,1,1564.5,1990.5
Vauxhall 666,Vauxhall,Crossover,E,81197,801,7,483,3,6.91,Hybrid,Petrol+Electric,1,0,1036.5,1837.5
Renault NN-2,Renault,Hatchback,C,45819,540,5,464,4,13.89,Petrol,Petrol,0,0,2083.5,2623.5
Fiat AA-77,Fiat,Coupe,C,45919,582,3,334,3,8.17,Diesel,Diesel,0,0,1225.5,1807.5
Alfa Romeo 222,Alfa Romeo,Hatchback,E,83381,458,5,393,5,9.92,Hybrid,Petrol+Electric,1,0,1488.0,1946.0
Peugeot WW-7,Peugeot,Sedan,F,119209,747,5,473,5,8.44,Diesel,Diesel,0,0,1266.0,2013.0
Mitsubishi L8x,Mitsubishi,Hatchback,F,110676,440,5,426,4,8.97,Diesel,Diesel,0,0,1345.5,1785.5
Vauxhall F55,Vauxhall,Crossover,D,59306,465,7,574,4,9.45,Petrol,Petrol,0,1,1417.5,1882.5
Mini F1,Mini,SUV,C,43323,607,5,627,4,8.81,Hybrid,Petrol+Electric,1,1,1321.5,1928.5
Skoda 666,Skoda,Crossover,B,45070,645,6,455,4,10.84,Diesel,Diesel,0,0,1626.0,2271.0
Koenigsegg UU-99,Koenigsegg,SUV,C,40205,488,5,773,3,10.15,Diesel,Diesel,0,1,1522.5,2010.5
Peugeot F9,Peugeot,SUV,E,76852,593,5,560,5,8.52,Petrol,Petrol,0,1,1278.0,1871.0
Peugeot D-Class,Peugeot,SUV,C,40284,642,7,598,4,6.71,Diesel,Diesel,0,1,1006.5,1648.5
Audi S1,Audi,Hatchback,D,61585,664,5,375,5,6.94,Diesel,Diesel,0,0,1041.0,1705.0
Porsche R3 Pro,Porsche,SUV,E,76336,713,5,805,3,8.95,Diesel,Diesel,0,1,1342.5,2055.5
Jaguar MM-2,Jaguar,Crossover,F,106362,480,7,746,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1230.0
Kia AA-6,Kia,Crossover,E,80672,603,5,731,5,7.89,Diesel,Diesel,0,1,1183.5,1786.5
Volvo H22,Volvo,Hatchback,C,41266,755,5,422,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1505.0
Volvo I55,Volvo,Crossover,C,46796,487,6,532,4,8.95,Hybrid,Petrol+Electric,1,1,1342.5,1829.5
Koenigsegg GG-22,Koenigsegg,Sedan,F,104488,566,5,412,5,10.98,Petrol,Petrol,0,0,1647.0,2213.0
Toyota XX9,Toyota,Hatchback,B,40797,576,5,422,4,7.72,Hybrid,Petrol+Electric,1,0,1158.0,1734.0
Fiat P-Class,Fiat,Hatchback,B,38900,629,5,465,4,8.0,Diesel,Diesel,0,0,1200.0,1829.0
Mercedes-Benz R7x,Mercedes-Benz,SUV,F,107807,612,5,701,3,7.89,Diesel,Diesel,0,1,1183.5,1795.5
Mercedes-Benz II-3,Mercedes-Benz,Sedan,D,52416,246,5,603,5,12.78,Petrol,Petrol,0,0,1917.0,2163.0
Dacia WW-5,Dacia,Wagon,C,45665,546,5,888,5,7.01,Hybrid,Petrol+Electric,1,1,1051.5,1597.5
Maserati D5x,Maserati,Sedan,B,30536,557,5,388,4,7.76,Diesel,Diesel,0,0,1164.0,1721.0
Dacia G88,Dacia,Wagon,C,43206,322,5,665,4,5.5,Hybrid,Petrol+Electric,1,1,825.0,1147.0
Audi P7x,Audi,Sedan,E,68134,615,5,505,4,10.2,Petrol,Petrol,0,0,1530.0,2145.0
Toyota L-Class,Toyota,Crossover,C,44146,576,5,622,4,8.88,Hybrid,Petrol+Electric,1,1,1332.0000000000002,1908.0000000000002
Renault O4x,Renault,Coupe,C,42347,652,4,273,4,10.34,Petrol,Petrol,0,0,1551.0,2203.0
Peugeot MM2,Peugeot,SUV,C,40228,444,7,695,5,9.55,Diesel,Diesel,0,1,1432.5,1876.5
Volkswagen FF-11,Volkswagen,Hatchback,E,76106,709,5,437,4,7.62,Diesel,Diesel,0,0,1143.0,1852.0
Mercedes-Benz I7 Pro,Mercedes-Benz,SUV,E,67099,663,6,645,4,8.34,Diesel,Diesel,0,1,1251.0,1914.0
Rolls-Royce U-Class,Rolls-Royce,Pickup,C,42491,720,2,0,4,10.41,Petrol,Petrol,0,0,1561.5,2281.5
Opel NN1,Opel,Pickup,C,41568,628,3,0,4,5.72,Hybrid,Petrol+Electric,1,0,858.0,1486.0
Nissan 666,Nissan,Sedan,B,31221,630,5,405,4,9.95,Petrol,Petrol,0,0,1492.5,2122.5
Ferrari F6x,Ferrari,Wagon,C,44964,599,5,611,4,8.0,Diesel,Diesel,0,1,1200.0,1799.0
Seat CC-4,Seat,SUV,B,37296,546,6,506,5,7.82,Diesel,Diesel,0,1,1173.0,1719.0
Koenigsegg MM3,Koenigsegg,Hatchback,C,47612,760,5,377,5,10.54,Diesel,Diesel,0,0,1580.9999999999998,2341.0
Renault DD1,Renault,Crossover,C,39474,381,6,608,5,13.72,Petrol,Petrol,0,1,2058.0,2439.0
